ID,SMILES,mutagenicity
1298,Cc1ccc(N)cc1,1
1299,OCC(O)CI,1
1300,C[C@]12CC[C@H]3c4ccc(O)cc4CC[C@@H]3[C@H]1C[C@@H](O)C2=O,0
1301,COC(=O)c1cc(Cc2ccc(N)c(C(=O)OC)c2)ccc1N,1
1302,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,0
1303,ClCCOCCCl,1
1304,Oc1ccc2ccc3c4ccc5ccccc5c4c4c(c3c2c1O)O4,1
1305,Oc1ccc(O)cc1,0
1306,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,0
1307,COC=O,0
1308,CCC(C)C=O,0
1309,O=C(O)CC(Cl)C(=O)O,0
1310,ONc1ccc(-c2ccccc2)cc1,1
1311,Clc1ccc(C(Cl)(Cl)Cl)cc1,1
1312,CCCCN(C[C@H](CO)Cc1ccccc1)N=O,1
1313,Nc1cc(Cl)cc(S(=O)(=O)O)c1O,0
1314,CN(C)c1ccc(/N=N/c2ccc3ccccc3c2)cc1,1
1315,COC(=O)c1ccc(C(=O)OC)cc1,0
1316,CCCCN(CC(C)=O)N=O,1
1317,Cc1cccc2c1C(C)c1ccccc1-2,1
1318,C=CCCCCCCCCCCC,0
1319,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3C[C@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,0
1320,C=CC(=O)OCC(C)(C)C,0
1321,O=C([O-])CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1,0
1322,CC(COC(=O)c1ccccc1)(COC(=O)c1ccccc1)COC(=O)c1ccccc1,0
1323,O=[N+]([O-])c1cc2c(cc3ccc4cccc5ccc2c3c45)o1,1
1324,CC(=O)O[C@@H]1COC(Nc2ccc([N+](=O)[O-])cc2)[C@H](OC(C)=O)[C@@H]1OC(C)=O,1
1325,CCCCCCc1ccc(-c2ccc(C#N)cc2)cc1,0
1326,CC1=CC2(OC3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C[C@@H](C)C(=O)[C@@H]2[C@](C)(O)C12CC2,1
1327,CC1CC(OC(=O)c2ccccc2O)CC(C)(C)C1,0
1328,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](OO)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,1
1329,CCOc1cc(/N=N/c2ccc(N(CC)CC)cc2)ccc1N/N=C1C(=O)c2cc(N)ccc2C=C1S(=O)(=O)[O-],1
1330,c1ccc2c(c1)-c1cc3ccc4ccccc4c3cc1C1OC21,1
1331,Nc1ccc(Cl)c(N)c1,1
1332,Cc1cnc2ccccc2n1,0
1333,Cc1cc(O)c2c(c1)C(=O)c1cc(O)c(O)c(O)c1C2=O,1
1334,O=CN(O)c1ccc(Br)cc1,1
1335,O=[N+]([O-])c1ccc2c3ccccc3c3c([N+](=O)[O-])ccc4ccc1c2c43,1
1336,O=Nn1cc(CC(O)C(=O)O)c2ccccc21,1
1337,CC1=C(C(=O)Nc2ccccc2)SCCO1,0
1338,O=C([O-])c1ccccc1-c1c2cc(I)c([O-])c(I)c2[o+]c2c(I)c([O-])c(I)cc12,0
1339,CCCCC=O,0
1340,N=c1c2ncn(C(c3ccccc3)c3ccccc3)c2ncn1O,1
1341,CCCCCC(=O)/N=c1sn(C(=O)CCCCC)c2ccc([N+](=O)[O-])cc12,1
1342,N#CCO,0
1343,Cc1c2ccccc2cc2ccc3ccccc3c12,1
1344,CC(=O)CC(=O)CCC(=O)O,0
1345,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,1
1346,C=C(C)C(=O)OCCO,0
1347,CC1CNc2cc(O)c3ccc4ccccc4c3c21,1
1348,C=CCOC(=O)CC(C)C,0
1349,Nc1ccc2c(N)c3ccccc3nc2c1,1
1350,O=[N+]([O-])c1ccc2ccc3c(O)ccc4ccc1c2c43,1
1351,Oc1ccc2ccc3cc4ccccc4c4ccc1c2c34,1
1352,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,0
1353,ClC(CC(Cl)(Cl)Cl)OC(Cl)CC(Cl)(Cl)Cl,1
1354,c1ccc2sc(SSc3nc4ccccc4s3)nc2c1,1
1355,C[N+](=O)[N-]CO,1
1356,Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3,1
1357,CO,0
1358,CCCCCCCCCCCC(=O)O,0
1359,C[N+](=O)[O-],0
1360,Cc1cc2ccccc2c2cc3ccccc3cc12,1
1361,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O,0
1362,CCC(C)COC(=O)/C=C/c1ccc(/N=C/c2ccc(OC)cc2)cc1,1
1363,COc1cc(OC)c(OC)cc1C=O,0
1364,CC(=O)/C=C/c1ccc2c(c1)OCO2,0
1365,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](OC(C[C@H](C)O)O[C@@H](C)C=O)[C@H](C)O2)C1)C(=O)c1c(O)cccc1C3=O,1
1366,C=Cc1cccc(C)c1,0
1367,O=[N+]([O-])c1cc2cccc([N+](=O)[O-])c2c2ccccc12,1
1368,CCCOc1cc(/N=N/c2ccc(N(CC)CC)cc2)ccc1N/N=C1C(=O)c2cc(N)ccc2C=C1S(=O)(=O)[O-],1
1369,C=Cc1ccccc1,0
1370,O=C(Cl)c1ccccc1,1
1371,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1,0
1372,O=C(O)COc1ccc(N(CCCl)CCCl)cc1,1
1373,Oc1cc(Cl)c(Cl)c(Cl)c1,0
1374,O=NN1CCNCC1,1
1375,O=C1CN(CCN2CC(=O)N(CN3CCOCC3)C(=O)C2)CC(=O)N1CN1CCOCC1,1
1376,Cc1cc(/N=N/c2ccccc2C)ccc1N,1
1377,Nc1ccc(-c2ccc([N+](=O)[O-])cc2N)c([N+](=O)[O-])c1,1
1378,CC(=O)c1ccc(Cl)c(Cl)c1Cl,1
1379,CN(C)CCNC(=O)c1cccc2cc3ccccc3nc12,1
1380,Nc1ccc(C=Cc2ccc(N)cc2)cc1,1
1381,O=C1CCC(=O)N1c1cc(Cl)c(Cl)c(Cl)c1,0
1382,Cn1c2ccccc2c2nn[n+]([O-])c(C(=O)OCCCl)c21,1
1383,O[C@]1[C]2O[C]2c2c3ccc4ccccc4c3ccc2[C@@]1O,1
1384,Brc1cccc(-c2ccccc2)c1,0
1385,c1cnccn1,0
1386,CCN,0
1387,CCN(CC)c1cc(NC(C)=O)c(/N=N/c2ccc([N+](=O)[O-])cc2)cc1OC,1
1388,Cc1ccc(C=O)cc1,0
1389,COc1ccc2c(c1O)C(=O)c1ccccc1C2=O,0
1390,Nc1c(Oc2ccccc2)cc(O)c2c1C(=O)c1ccccc1C2=O,1
1391,Nc1ccc(Sc2ccc(N)cc2)cc1,1
1392,O=C(O)c1cc([N+](=O)[O-])cc2cccnc12,1
1393,O=c1c2ccc3c4c(ccc(c24)c2nc4ccccc4n12)c(=O)n1c2ccccc2nc31,1
1394,c1ccc2c(c1)cnc1ccccc12,1
1395,O=c1c2ccccc2sn1CC1CO1,0
1396,CC(C)c1cc(-c2ccccc2)ccc1N,1
1397,CN1CCC[C@H]1c1cccnc1,0
1398,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,0
1399,CCCCOS(=O)(=O)c1ccc(C)cc1,1
1400,COc1ccc2c(c1)C(=O)c1c(OC)c(OC)cc3ccnc-2c13,1
1401,COc1cccc(/C=C/c2ccc(N)cc2)c1,1
1402,C=C(C)C#N,0
1403,[N-]=[N+]=NC[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C(=O)O,1
1404,CCN(CCCl)CCCNc1c2ccccc2nc2ccccc12,1
1405,[O-]c1cccc2c1C=CC=[N+]2,1
1406,COc1ccc(CC2CO2)cc1OC,1
1407,O=C(O)c1cccnc1,0
1408,Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(OC3OC(CO)C(O)C(O)C3O)c1C2=O,1
1409,c1ccc(NNc2ccccc2)cc1,1
1410,c1ccc(Cc2ccc(OCC3CO3)cc2)cc1,1
1411,O=C1NCCN1c1ncc([N+](=O)[O-])s1,1
1412,Cc1cc(N)c([N+](=O)[O-])cc1N,1
1413,O=C(ON(OCc1ccccc1)C(=O)c1ccccc1)c1ccc([N+](=O)[O-])cc1,1
1414,Oc1ccc(Cl)cc1Cc1ccccc1,0
1415,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,0
1416,NC(=O)OCC1[C@H](NC(=O)/C(=NOCC(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,0
1417,O=C1c2ccccc2C(=O)c2c1cc(O)c(O)c2O,1
1418,CC(C)c1cc(N)cc([N+](=O)[O-])c1N,0
1419,COc1cc2c(c3oc4cccc(O)c4c(=O)c13)C1C=COC1O2,1
1420,C[C@H](CN=[N+]=[N-])c1ccccc1,1
1421,O=P(OCCCl)(OCCCl)OCCCl,0
1422,O=Nc1cccc(-c2ccccc2)c1,1
1423,O=[N+]([O-])c1cccc2cccc([N+](=O)[O-])c12,1
1424,CC(=O)C(/N=N/c1ccc(-c2ccc(/N=N/C(C(C)=O)C(=O)Nc3ccccc3)c(Cl)c2)cc1Cl)C(=O)Nc1ccccc1,0
1425,O=C1C=Cc2c(ccc3ccccc23)C1=O,1
1426,Cc1c(O)cc2c(c1O)C(=O)c1cccc(O)c1C2=O,1
1427,O=C1c2cccc(O)c2C(=O)c2cccc(O)c21,1
1428,O=[N+]([O-])C1=Cc2ccc3ccc4cccc5cc1c2c3c45,1
1429,CCNC(=O)Nc1ncc([N+](=O)[O-])s1,1
1430,C=C1C/C(=C/C)C(=O)O[C@@H]2CCN3CC=C(COC(=O)[C@]1(C)O)[C@H]23,0
1431,O=NN1CCSC1C(O)C(O)C(O)CO,0
1432,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1[125I],0
1433,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,0
1434,O=C(O)Cc1ccc([N+](=O)[O-])cc1,1
1435,CCn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,1
1436,Cc1ccc2c(c1)c(C)c1c3ccccc3nc-1n2C,1
1437,CCCCCCCCCCCCN(C)N=O,1
1438,O=C1c2ccccc2-c2c1ccc1ccccc21,1
1439,C[N+]([O-])(CCCl)CCCl,1
1440,O[C@]1C=Cc2cc3ccc4cccc5ccc(c3c45)c2[C@]1O,1
1441,C=CC(=O)OCCO,0
1442,ClCCBr,1
1443,N#CC1=C(C#N)SCCS1,0
1444,CS(=O)(=O)c1ccc(O)c(N)c1,0
1445,Cc1cc(=O)oc2cc(O)ccc12,0
1446,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,0
1447,COc1ccc(N(CCCl)CCCl)c2oc([N+](=O)[O-])cc12,1
1448,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,0
1449,Nc1cccc(C(F)(F)F)c1,0
1450,Nc1snc2c(Cl)cc(Cl)cc12,1
1451,CC(=O)OCN(CCCCl)N=O,1
1452,Nc1nc(-c2ccccc2)c(CCO)c2ncnn12,0
1453,ClCOCCl,1
1454,Oc1ccc2c3ccccc3c3cc4ccccc4cc3c2c1O,1
1455,Cc1c2ccccc2c(C)c2c1ccc1ccccc12,1
1456,Cc1cnc2c(n1)c(C)c(C)c1c2nc(N)n1C,1
1457,CC(=O)Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,0
1458,C=C(Cl)Cl,1
1459,O=CC1=CCCC2CC12C=O,1
1460,O=[N+]([O-])c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,1
1461,Nc1ccc2c(c1)CN1C(=O)c3ccccc3C1=N2,1
1462,C1CCOC1,0
1463,ClCc1cccc2cc3ccc4cccc5ccc(c12)c3c45,1
1464,O[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,0
1465,Cn1c(N)nc2nc3ccccc3cc21,1
1466,C=C(C)C(=O)OCC(O)COc1ccc(C(C)(C)c2ccc(OCC(O)COC(=O)C(=C)C)cc2)cc1,0
1467,CC(C#N)CCC#N,0
1468,CC(O)COC(C)(C)C,1
1469,O=[13C]1[13CH]=[13C]2[13C](=[13CH][13CH2]O[13CH]2O)O1,0
1470,CCCCCCN(N=O)C(N)=O,1
1471,c1ccc2sc(SN3CCOCC3)nc2c1,0
1472,COc1cccc(/C=C/c2ccc([N+](=O)[O-])cc2)c1,1
1473,CC(=O)N(C)N=O,1
1474,CCCCCCCCC1CO1,0
1475,O=Nc1ccc(-c2ccccc2)cc1,1
1476,O=P(O)(O)Oc1c(Br)cc(Br)cc1-c1cc(Br)cc(Br)c1O,0
1477,CC(C)Sc1cc(Cc2ccc(N)c(SC(C)C)c2)ccc1N,1
1478,Nc1ccc(Sc2ccccc2)cc1,1
1479,NCCCl,1
1480,COc1cc(O)c2c(c1)C(=O)c1cc(C)cc(O)c1C2=O,1
1481,Cc1cc(=O)[nH]c(=S)[nH]1,0
1482,COc1cc(N)c(C)cc1N,0
1483,c1cc(-c2ccncc2)ccn1,1
1484,CC(=O)C=O,1
1485,CC=C(Cl)Cl,0
1486,O=c1n(CC2CO2)c(=O)n(CC2CO2)c(=O)n1CC1CO1,1
1487,C=CS(C)(=O)=O,0
1488,CC[C@@H](CO)NCCN[C@@H](CC)CO,0
1489,O=C1CCc2c1cc(C(F)(F)F)c1c2ccc2ccccc21,1
1490,Cc1cc(O)c2c(c1O)C(=O)C13C(=C2O)C(=O)C2C(O)C1C1C(O)C3C(=O)C3=C(O)c4c(O)cc(C)c(O)c4C(=O)C321,0
1491,CCCCCCCCCCCCS[Sn](CCCC)(CCCC)SCCCCCCCCCCCC,0
1492,CC[N+](=O)[O-],0
1493,C[C@H]1CC[C@@H]2[C@@H](C)[C@H]3[C@H](C[C@H]4[C@@H]5CC=C6C[C@@H](O)CC[C@]6(C)[C@H]5CC[C@@]43C)N2C1,0
1494,Fc1ccc2cccnc2c1F,1
1495,C=CCc1ccc(O)cc1,0
1496,CC(O)CC(C)(C)O,0
1497,CCCCN(CCCCO)N=O,1
1498,O=C(NCc1ccccc1)C(Cl)c1ccccc1,1
1499,CCOP(=O)(C#N)N(C)C,0
1500,Cn1c(N)nc2cc(Cl)ccc21,1
1501,CC/N=c1cc2oc3cc(NCC)c(C)cc3c(-c3ccccc3C(=O)OCC)c-2cc1C,0
1502,CN(C)c1ccc(/N=N/c2cccc3ccccc23)cc1,1
1503,CCCCOC(=O)c1ccc(N)cc1,0
1504,CCOC(=O)c1[nH]c2ccccc2c1/N=C/c1ccc([N+](=O)[O-])cc1,1
1505,Cc1ncc([N+](=O)[O-])n1CCO,1
1506,O=C(C=Cc1ccc([N+](=O)[O-])cc1)c1ccc([N+](=O)[O-])cc1,1
1507,COc1cc(OC)c2c(=O)c3c(O)ccc(OC)c3oc2c1,1
1508,O=[N+]([O-])c1cc2c3ccccc3ccc2c2ccccc12,1
1509,CCCCN(CC)CC,0
1510,COc1cc(NC(C)CCCN)c2ncccc2c1,1
1511,O=[N+]([O-])NC1=NCCN1Cc1ccc(Cl)nc1,1
1512,CC(C)COS(=O)(=O)c1ccccc1,1
1513,Cc1ccc(OCC2CO2)cc1,1
1514,O[C@]1C=Cc2c3cc4ccccc4c4c3c(cc2[C@@]1O)-c1ccccc1-4,1
1515,Cc1ccc(C)c2c1ccc1ccccc12,1
1516,C1CN1c1nc(N2CC2)nc(N2CC2)n1,1
1517,Cc1ccc(CO)cc1,0
1518,C=CCOCC1CO1,1
1519,Cc1cc(C)c(N/N=C2/C(=O)C(S(=O)(=O)[O-])=Cc3cc(S(=O)(=O)[O-])ccc32)cc1C,1
1520,Cc1ccc(N)c([N+](=O)[O-])c1,0
1521,O=[N+]([O-])c1ccc2c3c(c4c([N+](=O)[O-])ccc5ccc1c2c54)CCCC3,1
1522,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,1
1523,CN(C)CCNS(=O)(=O)c1cccc2cccnc12,0
1524,CC(C)C#N,1
1525,CN(C)c1ccc(/N=N/c2ccc3[nH]ncc3c2)cc1,1
1526,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,0
1527,C[C@@H](CN=[N+]=[N-])c1ccccc1,1
1528,CCCCCC(O)CC(=O)CCC1CCC(O)C(OC)C1,1
1529,CC[C@H](C)OS(C)(=O)=O,1
1530,O=C1CCCCC1=O,1
1531,CC(C)(C)CNC(=O)/C=C/c1ccc([N+](=O)[O-])o1,1
1532,O=[N+]([O-])c1ccc2c(c1)cc([N+](=O)[O-])c1ccc([N+](=O)[O-])cc12,1
1533,O=[N+]([O-])c1ccc(/N=N/c2ccc(N(CCO)CCO)cc2)c([N+](=O)[O-])c1,1
1534,Cc1ccc2c(c1O)C(=O)c1ccccc1C2=O,1
1535,N#Cc1cccc(C#N)c1,0
1536,c1cc2c3oc3cc3ccc4c5oc5cc1c4c32,1
1537,Cc1cccc(C(=O)Cl)c1,1
1538,CCN(N=O)C(=N)N[N+](=O)[O-],1
1539,Nc1cc(S(=O)(=O)O)c2cccc(S(=O)(=O)O)c2c1,0
1540,[N-]=[N+]=NCC(O)CO,1
1541,CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,0
1542,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,0
1543,O=C(Nc1cccc(Cl)c1)c1csc([N+](=O)[O-])c1,1
1544,CCNc1nc(Cl)nc(NC(C)C)n1,0
1545,CC(=O)c1c(O)c(C)c(O)c2c1OC1=CC(=O)C(C(C)=O)C(=O)C12C,0
1546,O=[N+]([O-])c1cc2cc3ccc4cccc5ccc(c2o1)c3c45,1
1547,O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1,0
1548,CC(=O)Nc1ccc(/C=N/n2[nH]nc3c4ccccc4nc-3c2=O)cc1,1
1549,CCc1cc(-c2ccccc2)cc(CC)c1N,0
1550,CC1(C)CC(O)CC(C)(C)N1O,1
1551,CCN(CCC#N)c1cc(NC(C)=O)c(-n2nc3c(Br)cc(N)c(Cl)c3n2)cc1OC,1
1552,Oc1ccc(Cl)cc1,1
1553,O[C@]1[C]2O[C]2c2c3ccc4cccc5ccc(cc2[C@@]1O)c3c54,1
1554,COCCOC(C)=O,0
1555,O=[13C](N[13C@H]([13CH2]O)[13C@H](O)[13c]1[13cH][13cH][13c]([N+](=O)[O-])[13cH][13cH]1)[13CH](Cl)Cl,0
1556,CN1C[C@H](CBr)CC2c3cccc4[nH]cc(c34)C[C@H]21,1
1557,NC(=O)N(CCCC(=O)O)N=O,1
1558,CC(=O)OC(C(C)=O)N(C)N=O,1
1559,O[C@H]1[C@H](O)COC(NCCc2c[nH]c3ccccc23)[C@@H]1O,1
1560,CC1OC(O[C@H]2/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](C)[C@@H](O)[C@@H](C)[C@H](C)OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@]3(O)C[C@H](O)[C@@H](C(=O)O)[C@H](C2)O3)C(O)C(N)C1O,0
1561,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,0
1562,CN(C)CCNC(=O)c1cccc2cc3ccccc3cc12,1
1563,C1CCCNCC1,0
1564,CCOC(=O)NO,1
1565,Oc1ccc2cc3c4ccccc4c4ccccc4c3cc2c1O,1
1566,O=c1cc2ccc3cccc4ccc([nH]1)c2c34,1
1567,COC(=O)c1ccc(O)cc1,0
1568,CS(=O)(=O)OCCCNCCCOS(C)(=O)=O,1
1569,O=[N+]([O-])c1c(Cl)cc2c(c1Cl)Oc1cc(Cl)c(Cl)cc1O2,0
1570,O=C(C=Cc1ccc(Oc2ccccc2)cc1)c1ccccc1,0
1571,O=[N+]([O-])c1cc2ccc(N(CCCl)CCCl)cc2o1,1
1572,C[C@H]1CC[C@@H]2[C@@H](C)[C@H]3[C@H](C[C@H]4[C@@H]5CC=C6C[C@@H](O[C@@H]7O[C@H](CO)[C@@H](O[C@@H]8O[C@@H](C)[C@H](O)[C@@H](O)[C@H]8O)[C@H](O)[C@H]7O[C@@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)CC[C@]6(C)[C@H]5CC[C@@]43C)N2C1,0
1573,COc1cc(-c2ccc(N)c(OC)c2)ccc1N,1
1574,CC(C)=CCC[C@@](C)(O)[C@H]1CCC=CC1=O,1
1575,Nc1nc(Cl)cc(Cl)n1,0
1576,N#CCCC#N,0
1577,OCC1OC(n2cnc3c(NO)ncnc32)C(O)C1O,1
1578,O=[N+]([O-])c1ccc2nscc2c1,1
1579,CC(=O)OCN=[N+](C)[O-],1
1580,Nc1ccc2ccccc2c1N=Nc1ccc([N+](=O)[O-])cc1,1
1581,CC(=O)NNC(=O)c1ccccn1,0
1582,c1ccc2cc3c4ccccc4c4ccccc4c3cc2c1,1
1583,CC(=O)Nc1ccc2c3c(cccc13)-c1ccc(O)cc1-2,1
1584,C=C(C)c1ccc(C)c2ccc(CO)c-2c1,1
1585,CCOC(=O)N(CC)N=O,1
1586,COc1cc(CC2CO2)ccc1O,1
1587,O=[N+]([O-])c1ccc2c(c1)CCc1cc3c(cc1-2)CCCC3,1
1588,CCOC(=O)C(C)=O,0
1589,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,0
1590,CC[C@H](C)[NH2+][C@H](C)CC,0
1591,CCCNc1snc2ccccc12,0
1592,Cc1ccc2cc3ccc4ccccc4c3cc2c1,1
1593,COc1cc2c(c3oc4cccc(O)c4c(=O)c13)[C@@H]1CCO[C@@H]1O2,0
1594,Cc1cccs1,0
1595,Oc1cccc(Cl)c1Cl,0
1596,CS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3cc(N=[N+]=[N-])ccc23)cc1,1
1597,COc1cc2c(cc1O)CCNC21CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1C(O)C3Cc5cc(C)c(OC)c(O)c5C([C@H]21)N3C)OCO4,1
1598,O=Nc1ccc(Nc2ccccc2)cc1,1
1599,C[C@@H](Oc1ccc(Cl)cc1Cl)C(=O)O,0
1600,CC(=O)O[C@@H]1[C@@H](O)C2OC3C=C(C)C(=O)C(O)[C@@]3(CO)[C@]1(C)[C@]21CO1,0
1601,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,1
1602,CC(=O)OCN(C)[N+](=O)[O-],1
1603,COc1cc(N)ccc1N,1
1604,C=O,1
1605,CCOP(=O)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,1
1606,[N-]=[N+]=N[C@H](c1ccccc1)[C@@H](O)CO,1
1607,COc1ccc(C(=O)ON(OCc2ccccc2)C(=O)c2ccccc2)cc1,1
1608,CCCl,1
1609,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(O)cccc1C3=O,1
1610,CC(=O)N(O)c1ccc(Sc2ccccc2)cc1,1
1611,Oc1ccc2cc3c4ccccc4c4ccccc4c3cc2c1,1
1612,Cc1cccn2c1nc1ccc(NO)nc12,1
1613,NCCCCCCCCCCC(=O)O,0
1614,COc1cc(O)c2c(=O)c3cc(O)ccc3oc2c1,1
1615,NC(=O)CCC(=O)Nc1ccc(Cl)c(Cl)c1Cl,0
1616,C1CN(SSN2CCOCC2)CCO1,0
1617,Clc1cccnc1Cl,1
1618,O=[N+]([O-])c1ccc(CNc2ncnc3nc[nH]c23)cc1,1
1619,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1c1ccc([N+](=O)[O-])cc1,1
1620,Nc1ccc(-c2cc(Cl)c(N)c(Cl)c2)cc1Cl,1
1621,Cc1c(N=C=O)cccc1N=C=O,1
1622,CCOCCOC(=O)/C=C/c1ccc(OC)cc1,0
1623,O=[N+]([O-])c1cccc([N+](=O)[O-])c1CO,0
1624,O=[N+]([O-])c1ccc2c(c1)c([N+](=O)[O-])cc1ccccc12,1
1625,Cc1ccc(NCCO)cc1O,0
1626,C1COCCO1,0
1627,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,0
1628,CC(C)(C)OCC1CO1,1
1629,Cc1cc(N)c(C)c2c1[nH]c1ccc(O)cc12,1
1630,O=C(OCc1ccc(Cl)cc1Cl)c1cccc2cccnc12,0
1631,CC(C)C1=CC2=CC[C@H]3[C@](C)(C(=O)O)CCC[C@]3(C)[C@H]2CC1,0
1632,CC(C)(Oc1ccc(C2CCCc3ccccc32)cc1)C(=O)O,0
1633,COc1cc2c(c3oc(=O)c4c(c13)CCOC4=O)[C@@H]1CCO[C@@H]1O2,1
1634,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,0
1635,c1ccc2c(c1)-c1ccc3ccccc3c1C1NC21,1
1636,Cn1cccc1,0
1637,O=[N+]([O-])c1ccnc2ccccc12,1
1638,CN(C)c1ncnc2nc[nH]c12,1
1639,COC(=O)[C@@H](C)Cl,1
1640,O[C@]1C=Cc2c3sc4ccccc4c3ccc2[C@@]1O,1
1641,COc1cc2c(cc1OC)-c1c3c(cc4c1[C@H](C2)N(C)CC4)OCO3,1
1642,C/C=C(Cl)C1=C(Cl)C(=O)[C@@]23C[C@H]2C(C)(C)O[C@]3(O)C1=O,1
1643,O[C@]1[C]2O[C]2c2c3ccccc3ccc2[C@@]1O,1
1644,CC(=O)NS(=O)(=O)c1ccc(N)cc1,0
1645,C=CC(O)c1ccc(OC)cc1,0
1646,N[C@@H](CS/C(Cl)=C/Cl)C(=O)O,1
1647,c1cnc2c3c(ccc2c1)CCC1OC31,1
1648,O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1,1
1649,COC1OC(=O)C(Cl)=C1C(Cl)Cl,1
1650,CC1(C(N)=O)CO1,1
1651,O=[N+]([O-])c1ccc2c(ccc3c4ccccc4ccc23)c1,1
1652,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,1
1653,CC(=O)c1cc(N(C(N)=O)C(C)(C)C)ccc1OCC(O)CNC(C)(C)C,0
1654,Oc1c2c(c3c(ccc4c3ccc3ccc5ccccc5c34)c1O)O2,1
1655,CC(C)OCC1CO1,1
1656,O=C(C=Cc1ccc(-c2ccccc2)cc1)c1ccccc1,0
1657,Nc1ccc2nc3ccccc3cc2c1,1
1658,O[C@]1C=Cc2c3c4c(cc5ccccc5c4cc2[C@@]1O)-c1ccccc1-3,1
1659,OC1c2ccc3cccnc3c2C2OC2C1O,1
1660,c1cc2c3c(c1)C1NC1c1cccc(c1-3)C1NC21,1
1661,COC(=O)c1cc(-c2ccc(N)c(C(=O)OC)c2)ccc1N,1
1662,O=[N+]([O-])c1ccc(-c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,1
1663,O=NN1CCN(N=O)CC1,1
